+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|               993 |  2 |   RUNNING |   WAITING |
|               993 |  7 |     READY |   RUNNING |
|               998 |  2 |   WAITING |     READY |
|               998 |  7 |   RUNNING |   WAITING |
|               998 |  2 |     READY |   RUNNING |
|              1000 |  2 |   RUNNING |   WAITING |
|              1000 |  8 |     READY |   RUNNING |
|              1001 |  7 |   WAITING |     READY |
|              1005 |  2 |   WAITING |     READY |
|              1005 |  8 |   RUNNING |   WAITING |
|              1005 |  2 |     READY |   RUNNING |
|              1007 |  2 |   RUNNING |   WAITING |
|              1007 |  7 |     READY |   RUNNING |
|              1008 |  8 |   WAITING |     READY |
|              1011 |  4 |   WAITING |     READY |
|              1012 |  2 |   WAITING |     READY |
|              1012 |  7 |   RUNNING |   WAITING |
|              1012 |  2 |     READY |   RUNNING |
|              1014 |  2 |   RUNNING |   WAITING |
|              1014 |  4 |     READY |   RUNNING |
|              1015 |  7 |   WAITING |     READY |
|              1019 |  2 |   WAITING |     READY |
|              1054 |  4 |   RUNNING |   WAITING |
|              1054 |  2 |     READY |   RUNNING |
|              1056 |  2 |   RUNNING |   WAITING |
|              1056 |  7 |     READY |   RUNNING |
|              1061 |  2 |   WAITING |     READY |
|              1061 |  7 |   RUNNING |   WAITING |
|              1061 |  2 |     READY |   RUNNING |
|              1063 |  2 |   RUNNING |   WAITING |
|              1063 |  8 |     READY |   RUNNING |
|              1064 |  7 |   WAITING |     READY |
|              1068 |  2 |   WAITING |     READY |
|              1068 |  8 |   RUNNING |   WAITING |
|              1068 |  2 |     READY |   RUNNING |
|              1070 |  2 |   RUNNING |   WAITING |
|              1070 |  7 |     READY |   RUNNING |
|              1071 |  8 |   WAITING |     READY |
|              1074 |  4 |   WAITING |     READY |
|              1075 |  2 |   WAITING |     READY |
|              1075 |  7 |   RUNNING |   WAITING |
|              1075 |  2 |     READY |   RUNNING |
|              1077 |  2 |   RUNNING |   WAITING |
|              1077 |  4 |     READY |   RUNNING |
|              1078 |  7 |   WAITING |     READY |
|              1082 |  2 |   WAITING |     READY |
|              1117 |  4 |   RUNNING |   WAITING |
|              1117 |  2 |     READY |   RUNNING |
|              1119 |  2 |   RUNNING |   WAITING |
|              1119 |  7 |     READY |   RUNNING |
|              1124 |  2 |   WAITING |     READY |
|              1124 |  7 |   RUNNING |TERMINATED |
|              1124 |  2 |     READY |   RUNNING |
|              1126 |  2 |   RUNNING |   WAITING |
|              1126 |  8 |     READY |   RUNNING |
|              1131 |  2 |   WAITING |     READY |
|              1131 |  8 |   RUNNING |   WAITING |
|              1131 |  2 |     READY |   RUNNING |
|              1133 |  2 |   RUNNING |   WAITING |
|              1133 |  9 |     READY |   RUNNING |
|              1134 |  8 |   WAITING |     READY |
|              1137 |  4 |   WAITING |     READY |
|              1138 |  2 |   WAITING |     READY |
|              1138 |  9 |   RUNNING |   WAITING |
|              1138 |  2 |     READY |   RUNNING |
|              1140 |  2 |   RUNNING |   WAITING |
|              1140 |  4 |     READY |   RUNNING |
|              1141 |  9 |   WAITING |     READY |
|              1145 |  2 |   WAITING |     READY |
|              1180 |  4 |   RUNNING |   WAITING |
|              1180 |  2 |     READY |   RUNNING |
|              1182 |  2 |   RUNNING |   WAITING |
|              1182 |  8 |     READY |   RUNNING |
|              1187 |  2 |   WAITING |     READY |
|              1187 |  8 |   RUNNING |   WAITING |
|              1187 |  2 |     READY |   RUNNING |
|              1189 |  2 |   RUNNING |   WAITING |
|              1189 |  9 |     READY |   RUNNING |
|              1190 |  8 |   WAITING |     READY |
|              1194 |  2 |   WAITING |     READY |
|              1194 |  9 |   RUNNING |   WAITING |
|              1194 |  2 |     READY |   RUNNING |
|              1196 |  2 |   RUNNING |   WAITING |
|              1196 |  8 |     READY |   RUNNING |
|              1197 |  9 |   WAITING |     READY |
|              1200 |  4 |   WAITING |     READY |
|              1201 |  2 |   WAITING |     READY |
|              1201 |  8 |   RUNNING |   WAITING |
|              1201 |  2 |     READY |   RUNNING |
|              1203 |  2 |   RUNNING |   WAITING |
|              1203 |  4 |     READY |   RUNNING |
|              1204 |  8 |   WAITING |     READY |
|              1208 |  2 |   WAITING |     READY |
|              1243 |  4 |   RUNNING |   WAITING |
|              1243 |  2 |     READY |   RUNNING |
|              1245 |  2 |   RUNNING |   WAITING |
|              1245 |  8 |     READY |   RUNNING |
|              1250 |  2 |   WAITING |     READY |
|              1250 |  8 |   RUNNING |   WAITING |
|              1250 |  2 |     READY |   RUNNING |
|              1252 |  2 |   RUNNING |   WAITING |
|              1252 |  9 |     READY |   RUNNING |
|              1253 |  8 |   WAITING |     READY |
|              1257 |  2 |   WAITING |     READY |
|              1257 |  9 |   RUNNING |   WAITING |
|              1257 |  2 |     READY |   RUNNING |
|              1259 |  2 |   RUNNING |   WAITING |
|              1259 |  8 |     READY |   RUNNING |
|              1260 |  9 |   WAITING |     READY |
|              1263 |  4 |   WAITING |     READY |
|              1264 |  2 |   WAITING |     READY |
|              1264 |  8 |   RUNNING |   WAITING |
|              1264 |  2 |     READY |   RUNNING |
|              1266 |  2 |   RUNNING |   WAITING |
|              1266 |  4 |     READY |   RUNNING |
|              1267 |  8 |   WAITING |     READY |
|              1271 |  2 |   WAITING |     READY |
|              1306 |  4 |   RUNNING |   WAITING |
|              1306 |  2 |     READY |   RUNNING |
|              1308 |  2 |   RUNNING |   WAITING |
|              1308 |  8 |     READY |   RUNNING |
|              1313 |  2 |   WAITING |     READY |
|              1313 |  8 |   RUNNING |TERMINATED |
|              1313 |  2 |     READY |   RUNNING |
|              1315 |  2 |   RUNNING |   WAITING |
|              1315 |  9 |     READY |   RUNNING |
|              1320 |  2 |   WAITING |     READY |
|              1320 |  9 |   RUNNING |   WAITING |
|              1320 |  2 |     READY |   RUNNING |
|              1322 |  2 |   RUNNING |   WAITING |
|              1322 | 23 |     READY |   RUNNING |
|              1323 |  9 |   WAITING |     READY |
|              1326 |  4 |   WAITING |     READY |
|              1327 |  2 |   WAITING |     READY |
|              1362 | 23 |   RUNNING |   WAITING |
|              1362 |  2 |     READY |   RUNNING |
|              1364 |  2 |   RUNNING |   WAITING |
|              1364 |  4 |     READY |   RUNNING |
|              1369 |  2 |   WAITING |     READY |
|              1382 | 23 |   WAITING |     READY |
|              1404 |  4 |   RUNNING |   WAITING |
|              1404 |  2 |     READY |   RUNNING |
|              1406 |  2 |   RUNNING |   WAITING |
|              1406 |  9 |     READY |   RUNNING |
|              1411 |  2 |   WAITING |     READY |
|              1411 |  9 |   RUNNING |   WAITING |
|              1411 |  2 |     READY |   RUNNING |
|              1413 |  2 |   RUNNING |   WAITING |
|              1413 | 23 |     READY |   RUNNING |
|              1414 |  9 |   WAITING |     READY |
|              1418 |  2 |   WAITING |     READY |
|              1424 |  4 |   WAITING |     READY |
|              1453 | 23 |   RUNNING |   WAITING |
|              1453 |  2 |     READY |   RUNNING |
|              1455 |  2 |   RUNNING |   WAITING |
|              1455 |  4 |     READY |   RUNNING |
|              1460 |  2 |   WAITING |     READY |
|              1473 | 23 |   WAITING |     READY |
|              1475 |  4 |   RUNNING |TERMINATED |
|              1475 |  2 |     READY |   RUNNING |
|              1477 |  2 |   RUNNING |   WAITING |
|              1477 |  9 |     READY |   RUNNING |
|              1482 |  2 |   WAITING |     READY |
|              1482 |  9 |   RUNNING |   WAITING |
|              1482 |  2 |     READY |   RUNNING |
|              1484 |  2 |   RUNNING |   WAITING |
|              1484 | 23 |     READY |   RUNNING |
|              1485 |  9 |   WAITING |     READY |
|              1489 |  2 |   WAITING |     READY |
|              1524 | 23 |   RUNNING |   WAITING |
|              1524 |  2 |     READY |   RUNNING |
|              1526 |  2 |   RUNNING |   WAITING |
|              1526 |  9 |     READY |   RUNNING |
|              1531 |  2 |   WAITING |     READY |
|              1531 |  9 |   RUNNING |   WAITING |
|              1531 |  2 |     READY |   RUNNING |
|              1533 |  2 |   RUNNING |   WAITING |
|              1534 |  9 |   WAITING |     READY |
|              1534 |  9 |     READY |   RUNNING |
|              1538 |  2 |   WAITING |     READY |
|              1539 |  9 |   RUNNING |   WAITING |
|              1539 |  2 |     READY |   RUNNING |
|              1541 |  2 |   RUNNING |   WAITING |
|              1542 |  9 |   WAITING |     READY |
|              1542 |  9 |     READY |   RUNNING |
|              1544 | 23 |   WAITING |     READY |
|              1546 |  2 |   WAITING |     READY |
|              1547 |  9 |   RUNNING |   WAITING |
|              1547 |  2 |     READY |   RUNNING |
|              1549 |  2 |   RUNNING |   WAITING |
|              1549 | 23 |     READY |   RUNNING |
|              1550 |  9 |   WAITING |     READY |
|              1554 |  2 |   WAITING |     READY |
|              1589 | 23 |   RUNNING |   WAITING |
|              1589 |  2 |     READY |   RUNNING |
|              1591 |  2 |   RUNNING |   WAITING |
|              1591 |  9 |     READY |   RUNNING |
|              1596 |  2 |   WAITING |     READY |
|              1596 |  9 |   RUNNING |   WAITING |
|              1596 |  2 |     READY |   RUNNING |
|              1598 |  2 |   RUNNING |   WAITING |
|              1599 |  9 |   WAITING |     READY |
|              1599 |  9 |     READY |   RUNNING |
|              1603 |  2 |   WAITING |     READY |
|              1604 |  9 |   RUNNING |   WAITING |
|              1604 |  2 |     READY |   RUNNING |
|              1606 |  2 |   RUNNING |   WAITING |
|              1607 |  9 |   WAITING |     READY |
|              1607 |  9 |     READY |   RUNNING |
|              1609 | 23 |   WAITING |     READY |
|              1611 |  2 |   WAITING |     READY |
|              1612 |  9 |   RUNNING |   WAITING |
|              1612 |  2 |     READY |   RUNNING |
|              1614 |  2 |   RUNNING |   WAITING |
|              1614 | 23 |     READY |   RUNNING |
|              1615 |  9 |   WAITING |     READY |
|              1619 |  2 |   WAITING |     READY |
|              1654 | 23 |   RUNNING |   WAITING |
|              1654 |  2 |     READY |   RUNNING |
|              1656 |  2 |   RUNNING |   WAITING |
|              1656 |  9 |     READY |   RUNNING |
|              1661 |  2 |   WAITING |     READY |
|              1661 |  9 |   RUNNING |   WAITING |
|              1661 |  2 |     READY |   RUNNING |
|              1663 |  2 |   RUNNING |   WAITING |
|              1664 |  9 |   WAITING |     READY |
|              1664 |  9 |     READY |   RUNNING |
|              1668 |  2 |   WAITING |     READY |
|              1669 |  9 |   RUNNING |   WAITING |
|              1669 |  2 |     READY |   RUNNING |
|              1671 |  2 |   RUNNING |   WAITING |
|              1672 |  9 |   WAITING |     READY |
|              1672 |  9 |     READY |   RUNNING |
|              1674 | 23 |   WAITING |     READY |
|              1676 |  2 |   WAITING |     READY |
|              1677 |  9 |   RUNNING |   WAITING |
|              1677 |  2 |     READY |   RUNNING |
|              1679 |  2 |   RUNNING |   WAITING |
|              1679 | 23 |     READY |   RUNNING |
|              1680 |  9 |   WAITING |     READY |
|              1684 |  2 |   WAITING |     READY |
|              1719 | 23 |   RUNNING |   WAITING |
|              1719 |  2 |     READY |   RUNNING |
|              1721 |  2 |   RUNNING |   WAITING |
|              1721 |  9 |     READY |   RUNNING |
|              1726 |  2 |   WAITING |     READY |
|              1726 |  9 |   RUNNING |   WAITING |
|              1726 |  2 |     READY |   RUNNING |
|              1728 |  2 |   RUNNING |   WAITING |
|              1729 |  9 |   WAITING |     READY |
|              1729 |  9 |     READY |   RUNNING |
|              1733 |  2 |   WAITING |     READY |
|              1734 |  9 |   RUNNING |   WAITING |
|              1734 |  2 |     READY |   RUNNING |
|              1736 |  2 |   RUNNING |   WAITING |
|              1737 |  9 |   WAITING |     READY |
|              1737 |  9 |     READY |   RUNNING |
|              1739 | 23 |   WAITING |     READY |
|              1741 |  2 |   WAITING |     READY |
|              1742 |  9 |   RUNNING |   WAITING |
|              1742 |  2 |     READY |   RUNNING |
|              1744 |  2 |   RUNNING |   WAITING |
|              1744 | 23 |     READY |   RUNNING |
|              1745 |  9 |   WAITING |     READY |
|              1749 |  2 |   WAITING |     READY |
|              1784 | 23 |   RUNNING |   WAITING |
|              1784 |  2 |     READY |   RUNNING |
|              1786 |  2 |   RUNNING |   WAITING |
|              1786 |  9 |     READY |   RUNNING |
|              1791 |  2 |   WAITING |     READY |
|              1791 |  9 |   RUNNING |   WAITING |
|              1791 |  2 |     READY |   RUNNING |
|              1793 |  2 |   RUNNING |   WAITING |
|              1794 |  9 |   WAITING |     READY |
|              1794 |  9 |     READY |   RUNNING |
|              1798 |  2 |   WAITING |     READY |
|              1799 |  9 |   RUNNING |   WAITING |
|              1799 |  2 |     READY |   RUNNING |
|              1801 |  2 |   RUNNING |   WAITING |
|              1802 |  9 |   WAITING |     READY |
|              1802 |  9 |     READY |   RUNNING |
|              1804 | 23 |   WAITING |     READY |
|              1806 |  2 |   WAITING |     READY |
|              1807 |  9 |   RUNNING |   WAITING |
|              1807 |  2 |     READY |   RUNNING |
|              1809 |  2 |   RUNNING |   WAITING |
|              1809 | 23 |     READY |   RUNNING |
|              1810 |  9 |   WAITING |     READY |
|              1814 |  2 |   WAITING |     READY |
|              1829 | 23 |   RUNNING |TERMINATED |
|              1829 |  2 |     READY |   RUNNING |
|              1831 |  2 |   RUNNING |   WAITING |
|              1831 |  9 |     READY |   RUNNING |
|              1836 |  2 |   WAITING |     READY |
|              1836 |  9 |   RUNNING |   WAITING |
|              1836 |  2 |     READY |   RUNNING |
|              1838 |  2 |   RUNNING |   WAITING |
|              1839 |  9 |   WAITING |     READY |
|              1839 |  9 |     READY |   RUNNING |
|              1843 |  2 |   WAITING |     READY |
|              1844 |  9 |   RUNNING |   WAITING |
|              1844 |  2 |     READY |   RUNNING |
|              1846 |  2 |   RUNNING |   WAITING |
|              1847 |  9 |   WAITING |     READY |
|              1847 |  9 |     READY |   RUNNING |
|              1851 |  2 |   WAITING |     READY |
|              1852 |  9 |   RUNNING |   WAITING |
|              1852 |  2 |     READY |   RUNNING |
|              1854 |  2 |   RUNNING |   WAITING |
|              1855 |  9 |   WAITING |     READY |
|              1855 |  9 |     READY |   RUNNING |
|              1859 |  2 |   WAITING |     READY |
|              1860 |  9 |   RUNNING |   WAITING |
|              1860 |  2 |     READY |   RUNNING |
|              1862 |  2 |   RUNNING |   WAITING |
|              1863 |  9 |   WAITING |     READY |
|              1863 |  9 |     READY |   RUNNING |
|              1867 |  2 |   WAITING |     READY |
|              1868 |  9 |   RUNNING |   WAITING |
|              1868 |  2 |     READY |   RUNNING |
|              1870 |  2 |   RUNNING |   WAITING |
|              1871 |  9 |   WAITING |     READY |
|              1871 |  9 |     READY |   RUNNING |
|              1875 |  2 |   WAITING |     READY |
|              1876 |  9 |   RUNNING |   WAITING |
|              1876 |  2 |     READY |   RUNNING |
|              1878 |  2 |   RUNNING |   WAITING |
|              1879 |  9 |   WAITING |     READY |
|              1879 |  9 |     READY |   RUNNING |
|              1883 |  2 |   WAITING |     READY |
|              1884 |  9 |   RUNNING |   WAITING |
|              1884 |  2 |     READY |   RUNNING |
|              1886 |  2 |   RUNNING |   WAITING |
|              1887 |  9 |   WAITING |     READY |
|              1887 |  9 |     READY |   RUNNING |
|              1891 |  2 |   WAITING |     READY |
|              1892 |  9 |   RUNNING |   WAITING |
|              1892 |  2 |     READY |   RUNNING |
|              1894 |  2 |   RUNNING |   WAITING |
|              1895 |  9 |   WAITING |     READY |
|              1895 |  9 |     READY |   RUNNING |
|              1899 |  2 |   WAITING |     READY |
|              1900 |  9 |   RUNNING |TERMINATED |
|              1900 |  2 |     READY |   RUNNING |
|              1902 |  2 |   RUNNING |   WAITING |
|              1907 |  2 |   WAITING |     READY |
|              1907 |  2 |     READY |   RUNNING |
|              1909 |  2 |   RUNNING |   WAITING |
|              1914 |  2 |   WAITING |     READY |
|              1914 |  2 |     READY |   RUNNING |
|              1916 |  2 |   RUNNING |   WAITING |
|              1921 |  2 |   WAITING |     READY |
|              1921 |  2 |     READY |   RUNNING |
|              1923 |  2 |   RUNNING |   WAITING |
|              1928 |  2 |   WAITING |     READY |
|              1928 |  2 |     READY |   RUNNING |
|              1930 |  2 |   RUNNING |   WAITING |
|              1935 |  2 |   WAITING |     READY |
|              1935 |  2 |     READY |   RUNNING |
|              1937 |  2 |   RUNNING |   WAITING |
|              1942 |  2 |   WAITING |     READY |
|              1942 |  2 |     READY |   RUNNING |
|              1944 |  2 |   RUNNING |   WAITING |
|              1949 |  2 |   WAITING |     READY |
|              1949 |  2 |     READY |   RUNNING |
|              1951 |  2 |   RUNNING |   WAITING |
|              1956 |  2 |   WAITING |     READY |
|              1956 |  2 |     READY |   RUNNING |
|              1958 |  2 |   RUNNING |   WAITING |
|              1963 |  2 |   WAITING |     READY |
|              1963 |  2 |     READY |   RUNNING |
|              1965 |  2 |   RUNNING |   WAITING |
|              1970 |  2 |   WAITING |     READY |
|              1970 |  2 |     READY |   RUNNING |
|              1972 |  2 |   RUNNING |   WAITING |
|              1977 |  2 |   WAITING |     READY |
|              1977 |  2 |     READY |   RUNNING |
|              1979 |  2 |   RUNNING |   WAITING |
|              1984 |  2 |   WAITING |     READY |
|              1984 |  2 |     READY |   RUNNING |
|              1986 |  2 |   RUNNING |   WAITING |
|              1991 |  2 |   WAITING |     READY |
|              1991 |  2 |     READY |   RUNNING |
|              1993 |  2 |   RUNNING |   WAITING |
|              1998 |  2 |   WAITING |     READY |
|              1998 |  2 |     READY |   RUNNING |
|              2000 |  2 |   RUNNING |   WAITING |
|              2005 |  2 |   WAITING |     READY |
|              2005 |  2 |     READY |   RUNNING |
|              2007 |  2 |   RUNNING |   WAITING |
|              2012 |  2 |   WAITING |     READY |
|              2012 |  2 |     READY |   RUNNING |
|              2014 |  2 |   RUNNING |   WAITING |
|              2019 |  2 |   WAITING |     READY |
|              2019 |  2 |     READY |   RUNNING |
|              2021 |  2 |   RUNNING |   WAITING |
|              2026 |  2 |   WAITING |     READY |
|              2026 |  2 |     READY |   RUNNING |
|              2028 |  2 |   RUNNING |   WAITING |
|              2033 |  2 |   WAITING |     READY |
|              2033 |  2 |     READY |   RUNNING |
|              2035 |  2 |   RUNNING |   WAITING |
|              2040 |  2 |   WAITING |     READY |
|              2040 |  2 |     READY |   RUNNING |
|              2042 |  2 |   RUNNING |   WAITING |
|              2047 |  2 |   WAITING |     READY |
|              2047 |  2 |     READY |   RUNNING |
|              2049 |  2 |   RUNNING |   WAITING |
|              2054 |  2 |   WAITING |     READY |
|              2054 |  2 |     READY |   RUNNING |
|              2056 |  2 |   RUNNING |   WAITING |
|              2061 |  2 |   WAITING |     READY |
|              2061 |  2 |     READY |   RUNNING |
|              2063 |  2 |   RUNNING |   WAITING |
|              2068 |  2 |   WAITING |     READY |
|              2068 |  2 |     READY |   RUNNING |
|              2070 |  2 |   RUNNING |   WAITING |
|              2075 |  2 |   WAITING |     READY |
|              2075 |  2 |     READY |   RUNNING |
|              2077 |  2 |   RUNNING |   WAITING |
|              2082 |  2 |   WAITING |     READY |
|              2082 |  2 |     READY |   RUNNING |
|              2084 |  2 |   RUNNING |   WAITING |
|              2089 |  2 |   WAITING |     READY |
|              2089 |  2 |     READY |   RUNNING |
|              2091 |  2 |   RUNNING |   WAITING |
|              2096 |  2 |   WAITING |     READY |
|              2096 |  2 |     READY |   RUNNING |
|              2098 |  2 |   RUNNING |   WAITING |
|              2103 |  2 |   WAITING |     READY |
|              2103 |  2 |     READY |   RUNNING |
|              2105 |  2 |   RUNNING |   WAITING |
|              2110 |  2 |   WAITING |     READY |
|              2110 |  2 |     READY |   RUNNING |
|              2112 |  2 |   RUNNING |   WAITING |
|              2117 |  2 |   WAITING |     READY |
|              2117 |  2 |     READY |   RUNNING |
|              2119 |  2 |   RUNNING |   WAITING |
|              2124 |  2 |   WAITING |     READY |
|              2124 |  2 |     READY |   RUNNING |
|              2126 |  2 |   RUNNING |   WAITING |
|              2131 |  2 |   WAITING |     READY |
|              2131 |  2 |     READY |   RUNNING |
|              2133 |  2 |   RUNNING |   WAITING |
|              2138 |  2 |   WAITING |     READY |
|              2138 |  2 |     READY |   RUNNING |
|              2140 |  2 |   RUNNING |   WAITING |
|              2145 |  2 |   WAITING |     READY |
|              2145 |  2 |     READY |   RUNNING |
|              2147 |  2 |   RUNNING |   WAITING |
|              2152 |  2 |   WAITING |     READY |
|              2152 |  2 |     READY |   RUNNING |
|              2154 |  2 |   RUNNING |   WAITING |
|              2159 |  2 |   WAITING |     READY |
|              2159 |  2 |     READY |   RUNNING |
|              2161 |  2 |   RUNNING |   WAITING |
|              2166 |  2 |   WAITING |     READY |
|              2166 |  2 |     READY |   RUNNING |
|              2168 |  2 |   RUNNING |   WAITING |
|              2173 |  2 |   WAITING |     READY |
|              2173 |  2 |     READY |   RUNNING |
|              2175 |  2 |   RUNNING |   WAITING |
|              2180 |  2 |   WAITING |     READY |
|              2180 |  2 |     READY |   RUNNING |
|              2182 |  2 |   RUNNING |   WAITING |
|              2187 |  2 |   WAITING |     READY |
|              2187 |  2 |     READY |   RUNNING |
|              2189 |  2 |   RUNNING |   WAITING |
|              2194 |  2 |   WAITING |     READY |
|              2194 |  2 |     READY |   RUNNING |
|              2196 |  2 |   RUNNING |   WAITING |
|              2201 |  2 |   WAITING |     READY |
|              2201 |  2 |     READY |   RUNNING |
|              2203 |  2 |   RUNNING |   WAITING |
|              2208 |  2 |   WAITING |     READY |
|              2208 |  2 |     READY |   RUNNING |
|              2210 |  2 |   RUNNING |   WAITING |
|              2215 |  2 |   WAITING |     READY |
|              2215 |  2 |     READY |   RUNNING |
|              2217 |  2 |   RUNNING |   WAITING |
|              2222 |  2 |   WAITING |     READY |
|              2222 |  2 |     READY |   RUNNING |
|              2224 |  2 |   RUNNING |   WAITING |
|              2229 |  2 |   WAITING |     READY |
|              2229 |  2 |     READY |   RUNNING |
|              2231 |  2 |   RUNNING |   WAITING |
|              2236 |  2 |   WAITING |     READY |
|              2236 |  2 |     READY |   RUNNING |
|              2238 |  2 |   RUNNING |   WAITING |
|              2243 |  2 |   WAITING |     READY |
|              2243 |  2 |     READY |   RUNNING |
|              2245 |  2 |   RUNNING |   WAITING |
|              2250 |  2 |   WAITING |     READY |
|              2250 |  2 |     READY |   RUNNING |
|              2252 |  2 |   RUNNING |   WAITING |
|              2257 |  2 |   WAITING |     READY |
|              2257 |  2 |     READY |   RUNNING |
|              2259 |  2 |   RUNNING |   WAITING |
|              2264 |  2 |   WAITING |     READY |
|              2264 |  2 |     READY |   RUNNING |
|              2266 |  2 |   RUNNING |   WAITING |
|              2271 |  2 |   WAITING |     READY |
|              2271 |  2 |     READY |   RUNNING |
|              2273 |  2 |   RUNNING |   WAITING |
|              2278 |  2 |   WAITING |     READY |
|              2278 |  2 |     READY |   RUNNING |
|              2280 |  2 |   RUNNING |   WAITING |
|              2285 |  2 |   WAITING |     READY |
|              2285 |  2 |     READY |   RUNNING |
|              2287 |  2 |   RUNNING |   WAITING |
|              2292 |  2 |   WAITING |     READY |
|              2292 |  2 |     READY |   RUNNING |
|              2294 |  2 |   RUNNING |   WAITING |
|              2299 |  2 |   WAITING |     READY |
|              2299 |  2 |     READY |   RUNNING |
|              2301 |  2 |   RUNNING |   WAITING |
|              2306 |  2 |   WAITING |     READY |
|              2306 |  2 |     READY |   RUNNING |
|              2308 |  2 |   RUNNING |   WAITING |
|              2313 |  2 |   WAITING |     READY |
|              2313 |  2 |     READY |   RUNNING |
|              2315 |  2 |   RUNNING |   WAITING |
|              2320 |  2 |   WAITING |     READY |
|              2320 |  2 |     READY |   RUNNING |
|              2322 |  2 |   RUNNING |   WAITING |
|              2327 |  2 |   WAITING |     READY |
|              2327 |  2 |     READY |   RUNNING |
|              2329 |  2 |   RUNNING |   WAITING |
|              2334 |  2 |   WAITING |     READY |
|              2334 |  2 |     READY |   RUNNING |
|              2336 |  2 |   RUNNING |   WAITING |
|              2341 |  2 |   WAITING |     READY |
|              2341 |  2 |     READY |   RUNNING |
|              2343 |  2 |   RUNNING |   WAITING |
|              2348 |  2 |   WAITING |     READY |
|              2348 |  2 |     READY |   RUNNING |
|              2350 |  2 |   RUNNING |   WAITING |
|              2355 |  2 |   WAITING |     READY |
|              2355 |  2 |     READY |   RUNNING |
|              2357 |  2 |   RUNNING |   WAITING |
|              2362 |  2 |   WAITING |     READY |
|              2362 |  2 |     READY |   RUNNING |
|              2364 |  2 |   RUNNING |TERMINATED |
+------------------------------------------------+
